Iteration,Best_individual,Fitness
1023,"1,1,1,3,6,3,3,3,3,3,6,2,4,0,2,4,2,3,1,3,1,2,6,5,6,4,6,3,2,3,0,3,1,2,0,5,6,4,4,5,6,2,1,6,0,3,6,5,0,4,3,0,3,1,3,6,4,6,5,2,4,1,0,5,0,3,6,1,6,1,2,4,1,5,5,1,6,4,0,3,4,3,3,5,3,1,4,5,1,5,3,4,0,3,3,2,3,1,3,1,4,0,5,3,2,3,1,4,0,2,2,0,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,0,6,6,0,0,2,2,2,2,1,2,1,0,0,2,0,0,2,6,0,2,0,3,2,3,3,2,6,3,1,5,1,2,6,5,5,6,5,5,6,4,0,5,5,5,5,5,1,3,0,1,3,5,5,3,1,6,3,5,5,1,5,5,5,5,6,5,5,5,5,5,5,1,1,1,0,6,3,5,5,5,2,1,1,4,5,6,5,5,0,0,0,2,5,6,5,5,5,5,1,1,1,3,5,5,3,5,5,5,3,1",498.85
1024,"1,5,0,3,4,4,5,0,5,3,4,5,2,0,6,5,2,3,0,6,0,2,5,6,1,4,6,3,1,0,0,3,1,0,0,5,6,2,4,5,0,6,1,6,2,3,6,5,3,5,4,0,1,5,2,6,0,2,3,5,1,1,6,1,0,0,2,1,6,1,2,4,1,5,5,3,6,4,5,2,4,3,0,1,3,1,4,0,1,2,1,2,1,3,3,2,3,1,3,1,0,0,5,3,2,3,1,4,0,2,2,6,1,2,3,1,2,0,2,2,3,0,2,1,1,2,2,0,1,3,3,2,6,6,6,0,0,2,2,2,6,1,2,6,0,0,2,0,0,2,6,0,1,0,6,2,1,3,2,6,3,1,5,1,2,0,5,0,6,5,2,6,4,0,5,5,5,5,5,5,3,0,1,3,5,5,2,1,2,2,5,5,2,5,5,0,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,1,1,1,4,5,6,5,5,6,1,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,2,1,1",498.7
1025,"5,5,3,3,6,0,0,0,4,2,6,6,0,0,2,4,2,3,1,2,4,6,5,5,5,4,6,3,0,3,0,3,1,0,0,5,6,1,4,1,6,6,5,5,5,1,3,1,5,3,4,0,3,1,3,6,1,0,5,0,4,1,6,5,1,3,6,1,6,1,2,4,2,5,0,6,0,1,2,6,3,3,3,6,6,1,0,6,1,2,3,4,5,3,3,2,3,1,3,1,4,5,5,3,2,3,1,5,0,2,2,0,1,2,0,1,2,0,2,2,3,0,2,1,1,2,6,0,6,3,3,2,3,6,6,0,0,2,2,2,3,5,2,6,0,0,2,0,0,2,6,0,1,0,6,2,3,3,2,6,3,1,5,1,2,6,5,0,6,5,2,6,4,0,5,5,5,2,5,1,0,0,5,3,5,5,3,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,3,2,1,1,4,5,6,5,5,0,0,0,0,5,5,5,5,5,5,3,1,1,3,5,5,3,5,5,5,1,1",495.9
1026,"1,1,1,3,6,3,3,3,3,3,6,2,4,0,2,4,2,3,1,3,1,2,6,5,6,4,6,3,2,3,2,3,5,0,0,6,5,5,1,3,6,6,5,5,0,1,6,1,5,1,0,0,3,4,5,6,4,6,5,0,4,1,6,5,1,3,6,1,6,1,4,2,1,5,5,1,6,4,0,3,3,3,3,2,3,1,4,4,1,5,3,4,0,3,3,2,3,1,3,1,4,0,5,3,2,3,1,4,0,2,2,1,1,2,3,1,2,0,2,2,3,0,2,1,1,1,0,0,0,3,3,2,6,6,6,0,0,2,2,2,3,1,3,1,0,0,2,0,0,2,6,0,2,0,3,3,3,3,2,1,3,1,5,1,4,6,5,0,6,5,2,6,4,2,5,5,5,5,5,1,1,0,1,3,5,5,3,1,6,1,5,5,1,5,5,4,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,1,1,5,6,5,5,6,1,0,2,5,5,5,5,5,5,2,1,1,3,5,5,3,5,5,5,1,1",497.5
1027,"5,1,4,3,6,3,3,3,3,0,6,6,4,0,2,4,3,1,1,6,1,2,5,5,5,4,6,0,6,3,0,3,1,0,0,6,5,5,5,3,6,6,4,5,0,1,6,1,5,1,0,0,3,4,5,6,4,6,5,0,4,1,6,5,1,3,6,1,6,1,4,2,1,5,5,1,6,4,0,3,4,3,3,2,3,1,4,4,1,5,3,4,0,3,3,2,3,1,3,1,4,0,5,3,2,3,1,4,0,2,2,1,1,2,3,1,2,0,2,2,3,0,2,1,1,1,0,0,0,3,3,2,6,6,6,0,0,2,2,2,3,1,3,1,0,0,2,0,0,2,6,0,2,0,3,3,3,3,2,1,3,1,5,1,4,1,5,0,6,5,2,6,4,0,5,5,5,2,5,1,0,0,1,3,5,5,3,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,1,4,5,6,5,5,6,1,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",501.15
1028,"6,1,0,5,6,6,5,0,4,2,6,6,4,0,2,4,2,4,0,6,1,2,6,6,4,4,6,5,6,2,5,5,3,0,0,6,0,5,0,3,2,6,1,6,3,6,6,6,3,1,4,0,1,1,6,6,4,2,3,6,1,1,6,2,4,0,2,1,6,1,2,4,5,5,5,1,6,4,0,3,3,3,2,3,0,1,2,1,1,2,1,0,1,3,3,2,2,1,1,1,1,0,5,3,2,3,1,1,0,2,2,1,1,2,3,1,2,0,2,2,3,0,2,1,1,2,0,0,0,3,3,2,3,6,6,0,0,2,2,2,3,5,1,6,0,0,2,0,0,2,6,0,1,0,6,2,3,3,3,6,6,1,1,1,5,6,5,4,6,5,2,6,4,0,5,5,5,5,5,1,3,0,1,3,5,5,3,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,1,1,5,6,5,5,6,1,0,2,5,5,5,5,5,5,2,1,1,3,5,5,3,5,5,5,1,1",501.6
1029,"6,5,0,0,6,6,1,0,4,2,6,6,4,0,2,4,2,3,1,1,4,6,5,5,5,4,6,3,0,3,0,3,1,0,0,5,6,1,4,1,6,6,0,0,5,6,5,6,3,2,4,0,1,3,3,6,4,2,3,2,6,5,6,5,0,0,2,1,6,1,2,4,1,5,5,3,6,4,5,2,4,3,0,1,3,1,4,0,1,2,1,2,1,3,3,2,3,1,3,1,0,0,5,3,2,3,1,4,0,2,2,0,1,2,0,1,2,0,2,2,3,0,2,1,1,2,6,0,0,3,3,2,6,6,6,0,0,2,1,2,3,1,2,1,0,0,2,0,0,2,6,0,2,0,3,2,3,3,2,6,3,3,5,1,2,6,5,5,0,5,2,6,1,0,5,5,5,5,5,1,3,4,1,3,5,5,2,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,3,2,1,1,4,5,6,5,5,0,0,0,0,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,6",498.2
1030,"5,1,5,3,6,3,3,3,3,0,6,6,4,0,2,4,3,1,1,6,5,5,5,5,6,0,6,0,0,3,0,3,5,0,5,5,6,1,4,1,6,6,0,2,5,6,5,6,3,2,4,0,1,3,3,6,4,2,3,2,6,5,6,5,1,4,4,0,5,1,4,1,5,5,5,1,6,3,5,3,3,3,5,0,2,1,0,3,1,1,3,4,0,3,3,2,3,1,3,1,4,0,5,3,2,3,6,4,6,2,2,0,1,2,6,1,2,0,2,2,3,6,2,3,1,2,6,1,0,3,3,2,1,6,6,0,0,1,2,2,6,1,2,6,0,0,2,0,0,2,6,0,1,0,6,2,3,3,2,6,3,1,5,1,2,6,5,0,6,5,2,6,4,0,5,5,5,5,5,1,3,0,1,3,5,5,2,5,6,0,5,5,6,5,5,5,5,5,5,5,5,5,5,5,4,1,1,5,6,3,5,5,5,2,1,1,4,5,6,5,5,4,0,0,6,5,5,5,5,5,5,1,1,1,3,5,5,5,5,5,2,1,1",496.25
1031,"5,5,0,6,2,6,0,3,3,3,6,6,5,0,3,4,2,3,1,2,1,2,4,5,5,4,3,3,1,3,0,3,0,0,0,5,6,2,4,5,3,6,6,6,2,3,6,6,3,1,4,0,1,1,6,6,4,2,3,6,1,1,5,5,1,2,3,1,3,1,2,6,5,5,5,1,6,4,5,3,4,3,1,0,2,1,2,1,1,2,1,0,0,3,3,2,3,1,3,1,4,0,5,3,2,3,1,4,6,2,2,0,1,2,6,1,2,0,2,2,3,0,2,1,1,2,6,0,6,3,3,2,6,6,6,0,0,2,2,2,1,1,3,1,0,0,0,0,0,2,6,0,1,0,6,2,3,3,2,3,3,1,6,1,2,6,5,0,6,5,2,6,4,0,5,5,5,5,5,5,3,0,1,3,5,5,3,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,1,1,1,4,5,6,5,5,6,1,0,2,5,5,5,5,5,5,4,1,1,3,5,5,3,5,5,5,1,1",499.5
1032,"5,5,0,6,2,6,0,3,3,3,6,6,5,0,0,4,2,3,1,2,1,2,6,5,5,4,3,3,1,3,0,3,0,0,0,5,6,2,4,5,3,6,6,6,2,3,6,6,3,1,4,0,1,1,6,6,4,2,3,6,1,1,6,2,4,0,2,1,6,1,1,4,1,5,5,1,6,3,5,1,3,3,5,0,2,1,0,3,1,1,3,4,0,3,3,2,3,1,3,1,4,0,5,3,2,3,1,4,0,2,2,1,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,6,6,6,0,0,2,2,2,3,1,3,0,0,0,2,0,0,2,6,0,2,0,2,3,3,3,2,1,3,1,5,1,4,6,5,0,6,5,2,6,4,2,5,5,5,5,5,1,1,0,1,2,5,5,6,1,6,1,5,5,1,5,5,4,5,5,5,5,5,5,5,5,1,1,1,5,6,4,5,5,5,2,1,1,4,5,6,5,5,0,0,0,0,5,5,5,2,5,5,1,1,1,3,5,5,5,5,5,2,1,1",498.0
1033,"1,5,0,3,4,4,5,0,5,5,4,3,1,1,6,0,2,2,0,2,4,2,6,5,4,4,6,3,1,0,0,3,1,0,0,2,2,2,3,1,6,6,5,6,5,5,6,6,5,2,2,0,1,0,3,6,4,5,5,2,1,1,0,1,4,0,2,1,6,1,2,3,1,5,5,1,6,3,5,3,4,3,1,0,2,1,2,1,1,5,1,0,1,3,3,2,3,1,3,1,4,0,5,3,2,3,1,4,6,2,2,0,1,2,6,1,2,0,2,2,3,0,2,1,1,2,6,0,0,3,3,2,6,0,6,0,0,2,2,2,3,5,2,6,0,0,2,0,0,2,6,0,1,0,6,2,3,3,2,6,3,1,5,5,5,5,5,0,6,5,2,6,4,0,5,5,5,5,5,5,0,0,5,3,5,4,3,1,6,3,5,5,1,5,5,6,5,5,5,5,5,5,5,5,1,1,1,3,6,5,5,5,5,2,1,1,1,5,6,5,5,6,1,0,2,5,5,5,5,5,5,2,1,1,3,5,5,3,5,5,5,1,1",498.35
1034,"1,6,0,3,4,4,5,0,5,3,4,5,1,0,6,0,2,3,1,2,1,2,6,5,5,4,3,3,1,0,0,3,1,0,0,5,6,1,4,1,6,6,0,6,5,6,6,6,3,2,4,0,1,0,3,6,4,5,5,2,1,1,0,1,4,0,2,1,2,5,2,4,5,5,5,1,6,4,5,3,4,3,1,0,2,1,2,1,1,2,1,0,1,3,3,2,2,1,1,1,1,0,5,3,2,3,1,4,0,2,2,1,1,2,3,1,2,0,2,2,3,0,2,1,1,1,0,0,6,3,3,2,6,6,6,0,0,2,1,2,4,1,3,1,0,0,2,0,0,2,6,0,2,0,3,0,3,3,2,1,3,1,5,1,1,6,5,0,6,5,2,5,4,0,5,5,5,2,5,1,0,0,5,3,5,5,2,1,6,3,5,5,1,5,5,4,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,5,4,5,6,5,5,0,2,0,5,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",499.25
1035,"5,5,0,6,2,6,0,3,3,3,6,6,5,0,3,4,2,3,1,3,2,2,6,5,5,4,3,3,1,3,0,3,0,0,0,5,6,2,4,5,3,6,6,6,2,3,6,6,3,1,4,0,1,1,6,6,4,2,3,6,1,1,6,2,4,0,2,1,6,1,2,4,1,5,5,1,6,3,5,1,3,3,5,0,2,1,0,3,1,1,3,4,0,3,3,2,3,1,3,1,4,0,5,3,2,2,1,2,1,2,2,4,1,2,5,1,2,0,2,2,3,0,2,1,1,2,6,0,0,3,3,2,6,6,6,0,0,2,2,2,3,1,3,1,0,0,2,0,0,2,6,0,2,0,3,3,3,3,2,6,3,1,5,1,4,1,5,0,6,5,2,6,4,0,5,5,5,5,5,5,3,0,1,3,5,5,3,1,6,3,5,5,1,5,5,5,6,5,5,5,5,5,5,5,1,1,1,5,3,6,5,5,5,5,1,1,4,0,6,5,5,0,0,0,0,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",496.45
1036,"1,5,0,3,4,4,5,0,5,3,4,5,2,0,6,0,2,2,0,2,5,5,3,5,5,4,3,3,2,3,0,3,1,0,0,5,0,1,1,3,6,6,5,5,2,3,6,6,3,1,4,0,1,1,1,6,4,2,3,6,1,1,6,2,4,0,5,1,6,1,2,4,1,5,5,1,6,3,5,1,3,3,5,0,2,1,0,3,1,1,3,4,0,3,3,2,3,1,3,1,4,0,5,3,2,2,1,2,0,2,2,4,1,2,5,1,2,0,2,2,3,0,2,1,1,2,6,0,0,3,3,2,6,6,6,0,0,2,2,2,3,5,2,6,0,0,2,0,0,2,6,0,1,0,6,2,3,3,6,6,3,1,2,1,2,6,5,0,6,5,2,6,4,0,5,5,5,5,5,5,3,0,1,3,5,5,3,1,6,3,5,5,1,5,5,0,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,1,1,5,6,5,5,6,1,0,2,5,5,5,5,5,5,2,1,1,3,5,5,3,5,5,5,1,1",501.6
1037,"4,2,2,5,6,6,5,0,4,3,6,6,4,0,2,4,2,4,0,6,1,2,6,6,4,4,6,5,6,2,5,5,3,0,0,6,0,6,3,1,0,4,1,5,0,5,6,5,3,2,4,5,3,5,2,3,1,2,0,2,4,1,6,3,1,3,6,1,6,1,4,2,1,5,5,1,6,4,0,3,4,3,3,2,3,1,4,5,1,1,3,4,0,3,3,2,3,1,3,1,5,0,5,3,2,3,1,4,0,2,2,1,1,2,3,1,2,0,2,2,3,0,2,1,1,2,0,0,0,3,3,2,6,6,6,0,0,0,2,2,3,1,3,1,0,0,2,0,0,2,6,0,2,0,3,2,3,3,2,6,6,1,1,5,0,5,5,0,6,5,2,6,4,0,5,5,5,5,5,5,0,0,5,3,5,5,2,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,1,1,1,4,5,6,5,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,6,1",496.95
1038,"4,5,0,5,1,6,5,4,4,4,6,6,4,0,2,6,2,4,0,6,1,2,6,6,4,4,6,5,6,2,5,5,3,0,0,6,0,5,2,1,0,3,1,5,4,5,6,0,3,2,4,5,1,5,2,2,1,2,0,2,4,1,6,5,1,3,6,1,6,1,4,4,1,5,5,1,6,2,5,1,3,3,3,0,2,1,2,6,1,2,1,0,1,3,3,2,2,1,1,1,3,0,5,3,2,3,1,4,0,2,2,1,1,2,3,1,2,0,2,2,3,0,2,1,1,1,0,0,0,3,3,2,6,6,1,0,0,2,1,2,3,1,3,1,0,0,2,0,0,2,6,0,2,0,3,0,3,3,2,1,3,1,5,1,4,1,5,0,3,5,2,6,4,0,5,5,5,2,5,1,0,0,1,3,5,5,3,1,6,1,5,5,2,5,5,4,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,0,5,2,1,1,1,5,6,4,5,0,0,0,5,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,5",498.35
1039,"4,2,2,5,6,6,5,0,4,3,6,6,4,0,2,4,2,4,0,6,1,2,6,6,4,4,6,5,6,2,5,5,3,0,0,6,0,4,3,1,0,4,1,5,0,5,6,0,3,2,4,5,3,5,2,3,1,2,0,2,4,1,6,3,1,3,6,1,6,1,4,2,1,5,5,1,6,4,0,3,4,3,3,2,3,1,4,5,1,1,3,4,0,3,3,2,3,1,3,1,4,0,6,3,2,3,1,4,6,2,2,0,1,2,6,1,2,0,2,2,3,0,2,1,1,2,6,0,2,3,3,2,6,6,6,0,0,2,2,2,3,1,3,1,0,0,2,0,0,2,6,0,2,0,3,2,3,3,2,6,6,1,1,5,5,5,5,0,6,5,2,6,4,0,5,5,5,5,5,5,0,0,5,3,5,5,2,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,0,1,1,4,5,6,5,5,0,2,0,5,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",497.1
1040,"1,5,0,5,6,6,5,0,4,2,6,6,4,0,2,4,2,4,0,6,1,2,6,6,6,4,6,5,6,2,5,5,3,0,0,6,0,5,1,1,0,3,1,5,4,5,0,5,3,2,6,0,1,0,3,6,4,4,5,2,1,1,3,1,5,4,6,1,6,1,4,3,1,5,5,1,6,4,0,3,3,3,3,2,3,1,4,4,1,5,3,4,0,3,3,2,3,1,3,1,4,0,5,3,2,3,3,4,0,2,2,5,1,2,5,1,2,0,2,2,3,0,2,1,1,2,0,0,6,3,3,2,3,1,6,0,0,2,2,2,3,5,2,5,0,0,2,0,0,2,6,0,1,0,6,2,3,3,2,6,3,1,5,1,2,6,5,0,6,5,2,0,4,0,5,5,5,5,5,1,1,0,6,3,5,5,3,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,1,1,5,6,5,5,6,1,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",497.8
1041,"5,5,0,6,2,4,0,3,6,3,6,6,5,0,3,4,3,4,1,2,1,2,6,5,5,4,3,3,1,3,0,3,0,0,0,5,6,2,2,5,3,6,6,4,2,2,6,5,3,5,4,1,1,5,2,6,5,2,3,5,1,1,6,1,0,0,2,1,6,1,2,4,2,3,5,3,6,4,5,2,4,3,0,5,3,1,4,0,1,2,1,2,1,3,3,2,3,1,3,1,0,0,5,3,2,3,1,4,0,2,2,0,1,2,3,1,2,0,2,2,3,0,2,1,1,2,0,0,0,6,3,5,3,6,6,0,0,2,4,2,3,5,2,1,0,0,2,0,0,2,6,0,1,0,6,2,3,3,2,6,6,1,1,1,2,6,5,0,6,5,2,6,4,0,5,5,5,5,5,5,3,0,1,3,5,5,3,1,6,3,5,5,1,5,5,0,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,1,4,5,6,5,5,6,1,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",497.1
1042,"1,5,0,5,6,6,5,0,4,2,6,6,5,0,1,4,2,4,0,6,4,2,6,6,6,2,6,5,6,2,5,5,1,0,0,6,0,5,1,1,0,3,1,5,4,5,0,5,3,2,6,0,1,0,3,6,4,4,5,2,1,1,3,1,5,0,2,6,6,1,2,4,1,5,0,1,6,3,5,1,3,3,5,0,2,1,0,3,1,1,3,4,0,3,3,2,3,1,3,1,4,0,5,3,2,3,3,2,0,2,2,5,1,2,3,1,2,0,2,2,3,0,2,1,1,2,6,0,0,3,3,2,6,6,6,0,0,2,2,2,3,5,6,1,0,0,2,0,0,2,6,0,2,0,3,2,3,3,2,6,6,1,1,5,5,5,5,0,6,5,2,6,4,0,5,5,5,5,5,5,0,6,5,3,5,5,2,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,1,4,5,2,1,5,0,4,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",501.4
1043,"5,1,4,3,6,3,5,2,5,6,4,2,1,4,6,2,2,2,0,2,5,5,5,5,5,4,6,0,0,3,0,4,0,0,0,5,1,4,2,5,3,6,5,5,0,5,3,5,3,2,4,5,1,5,2,2,1,2,3,4,4,1,6,5,2,4,6,1,5,1,4,3,1,5,5,1,6,4,0,3,3,3,3,2,3,1,4,4,1,5,3,4,0,3,3,2,3,1,3,1,4,0,2,3,2,3,3,4,0,2,2,5,1,2,3,1,2,0,2,2,3,0,2,1,1,2,6,0,0,3,3,2,6,6,6,0,0,2,2,2,3,5,6,1,0,0,2,0,0,2,6,0,2,0,3,2,3,3,2,6,6,1,1,5,5,5,5,0,6,5,2,6,4,0,5,5,5,2,5,1,0,5,5,3,5,5,3,1,4,0,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,5,4,5,6,5,5,0,2,0,5,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",497.75
1044,"6,5,0,0,6,6,1,0,4,1,6,6,4,0,2,4,2,4,0,6,1,2,6,6,6,4,6,5,6,2,5,5,3,0,0,6,0,5,2,1,0,3,1,5,4,5,0,5,3,2,4,5,2,5,2,2,1,2,0,0,4,1,6,5,1,3,6,1,6,1,4,4,1,5,5,1,6,2,5,1,3,3,3,0,1,1,0,3,1,1,3,1,0,3,3,2,3,1,3,1,4,2,5,3,2,3,1,4,6,2,2,0,1,2,6,1,2,0,2,2,3,0,2,1,1,2,6,0,6,3,3,2,6,6,6,0,0,2,1,2,3,1,3,1,0,0,2,0,0,2,6,0,2,0,3,2,3,3,2,3,6,1,1,5,5,5,5,0,6,5,2,6,4,0,5,5,5,2,5,1,0,5,0,3,5,5,3,1,2,0,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,1,4,5,6,1,5,0,4,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",502.8
1045,"0,5,1,0,6,6,1,0,4,3,6,6,4,0,2,4,2,3,0,2,5,5,5,4,4,3,6,5,6,2,5,5,3,2,0,5,6,2,3,1,6,4,0,2,5,6,5,4,3,2,4,5,1,3,3,6,3,2,3,0,6,5,6,4,1,2,4,0,5,1,4,1,5,3,5,1,5,3,5,3,3,3,5,2,2,1,0,3,1,2,1,1,1,3,3,2,2,1,6,1,1,0,5,3,2,6,1,4,0,2,2,3,1,2,6,1,2,0,2,2,3,0,2,1,1,2,0,0,0,3,3,2,6,6,6,0,0,0,2,2,3,1,3,1,0,0,2,0,0,2,0,0,1,0,6,2,3,3,2,6,6,1,1,5,5,6,5,0,6,5,2,6,4,0,5,5,5,5,5,1,0,0,0,3,5,5,2,1,1,3,0,5,1,5,6,5,5,5,5,5,5,5,5,5,1,1,1,3,6,3,5,5,5,2,1,1,6,5,6,1,5,0,4,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",498.5
1046,"1,5,0,5,6,6,5,0,4,2,6,6,4,0,2,4,2,4,0,6,1,2,6,5,5,4,3,3,2,4,0,4,1,4,0,5,0,1,1,6,6,6,0,4,0,6,3,5,3,2,4,5,1,5,2,2,1,2,6,4,4,1,6,5,2,4,6,1,6,1,4,3,1,5,5,1,6,4,0,3,3,3,3,2,2,1,4,4,1,5,3,4,0,3,3,2,3,1,3,1,4,0,2,3,2,3,5,4,0,2,2,5,1,2,3,1,2,0,2,2,3,0,2,1,1,2,0,0,0,3,3,2,6,6,6,0,0,2,2,2,3,5,6,1,0,0,2,0,0,2,6,0,2,0,3,2,3,3,2,6,6,1,1,5,5,5,5,0,6,5,2,6,4,0,5,5,5,5,5,5,0,6,5,3,5,5,2,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,1,4,5,6,1,5,0,4,0,2,5,5,5,2,5,5,1,1,1,3,5,5,3,5,5,5,1,1",497.2
1047,"4,5,0,5,6,6,5,0,4,2,6,6,2,0,2,4,2,2,0,3,5,5,6,5,6,0,6,0,6,2,5,5,3,0,0,6,0,5,2,1,0,3,1,5,4,5,3,5,3,2,4,5,1,5,2,2,1,2,0,3,4,1,0,1,4,0,2,1,4,1,2,4,1,5,3,1,6,6,5,3,4,3,1,0,2,1,2,1,1,4,1,0,1,3,3,2,2,1,5,1,4,0,5,3,2,3,1,4,0,2,2,1,1,2,6,1,2,0,2,2,3,0,2,1,1,1,0,0,0,3,3,2,6,6,6,0,0,2,2,2,3,1,3,4,0,0,2,0,0,2,6,0,0,0,3,3,3,3,2,1,3,1,5,6,4,6,5,0,6,5,2,6,3,0,5,5,5,2,5,1,1,5,1,3,5,5,6,1,6,1,5,5,1,5,5,4,5,5,5,5,5,5,5,6,1,1,1,5,6,3,3,5,5,2,1,1,4,5,6,5,5,6,3,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",498.0
1048,"4,2,2,5,6,6,5,0,4,4,6,5,4,0,0,4,2,3,1,2,0,2,6,5,6,0,6,0,0,3,0,3,6,0,5,6,6,1,5,1,6,3,1,2,4,5,6,0,3,2,5,5,2,5,2,2,1,2,0,2,6,1,6,5,1,3,6,1,1,1,4,4,1,5,5,1,6,4,0,3,4,3,3,2,3,1,2,1,1,2,1,0,1,3,3,2,2,1,1,1,1,0,5,3,2,6,1,4,0,2,2,3,1,2,6,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,6,6,6,0,0,2,2,2,4,1,3,1,0,0,2,0,0,2,2,0,2,0,3,3,3,3,2,1,3,3,5,5,5,6,5,0,6,5,2,6,4,5,4,5,5,2,5,1,0,0,5,3,5,5,3,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,2,1,4,5,6,1,5,0,4,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",498.9
1049,"1,5,0,3,6,6,5,4,4,4,6,6,4,0,2,6,2,4,0,6,1,5,6,6,4,4,6,5,6,2,5,5,3,2,0,5,6,2,3,1,6,4,0,2,5,3,5,3,3,5,4,0,1,5,2,6,0,3,3,5,1,1,6,1,3,0,2,1,6,1,2,4,2,3,5,3,6,2,5,2,4,3,3,3,4,1,6,4,1,5,3,4,0,3,3,2,3,1,3,1,4,0,5,3,2,3,1,4,0,2,2,1,1,2,3,1,2,0,2,2,3,0,2,1,1,2,6,0,0,3,3,2,6,6,2,0,0,0,2,2,3,1,3,1,0,0,2,0,0,2,0,0,1,0,6,2,3,3,2,6,6,1,1,5,5,6,5,0,6,5,2,6,4,1,5,5,5,2,5,1,0,0,5,3,5,5,3,1,6,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,1,1,6,4,5,6,5,5,6,1,0,2,5,5,5,5,5,5,2,1,1,3,5,5,3,5,5,5,1,1",496.9
1050,"4,2,2,5,6,6,5,0,4,4,6,6,4,0,0,4,2,3,1,2,2,2,6,5,6,0,6,0,0,3,0,3,6,0,5,6,6,1,5,1,6,3,1,2,4,5,6,0,3,2,5,5,2,5,6,1,3,2,0,2,4,1,0,6,1,3,2,1,6,1,0,4,1,5,5,1,6,4,0,3,4,3,3,2,1,1,2,1,1,2,3,0,0,3,3,2,3,1,3,3,2,0,5,3,2,1,1,1,0,2,2,1,1,2,1,1,2,0,2,2,3,0,2,1,1,1,3,0,0,3,3,2,6,6,0,0,0,2,2,2,0,5,3,1,0,0,2,0,0,2,6,0,1,0,6,2,3,3,2,6,6,1,1,5,5,5,5,0,6,5,2,6,4,0,5,5,5,5,5,5,2,0,5,3,5,5,0,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,1,6,6,4,5,6,5,5,0,6,0,5,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",497.1
